Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
vintage-jadeite-jade-butterfly-14k-solid-gold-bail,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_2a0284d2-1293-4bc3-9fa2-9b09a794cb9f.jpg?v=1617662447,6,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-butterfly-14k-solid-gold-bail,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_0c4a53ad-732d-4023-89f7-3c1ed0ef7c4b.jpg?v=1617662447,7,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-butterfly-14k-solid-gold-bail,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_ed0f828a-b295-49ef-94f9-833de02f3344.jpg?v=1617662448,8,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-butterfly-14k-solid-gold-bail,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_2ce662a0-58a7-4194-baee-4be7d6690d42.jpg?v=1617662450,9,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-bangle-from-burma,VINTAGE Jadeite Jade Bangle from Burma,"<meta charset=""UTF-8"">
<p class=""p2""> </p>
<meta charset=""UTF-8"">
<p class=""p1""><span class=""s1"">Beautiful vintage unworn and unused bangle purchased from the U.A.E. </span></p>
<p class=""p2""> </p>
<p class=""p1""><span class=""s1"">However originated from Burma. We have a huge collection of bangles from before 2000. This bangle was made in the 1990’s. </span></p>
<p class=""p2""><span class=""s1""><br>If you don’t see your size please message us, we will most likely have what you are looking for. </span></p>
<p class=""p2""><span class=""s1"">All of our jade bangles were purchased from the Middle East Souk gold market, originated from Burma. </span></p>
<p class=""p1""> </p>
<p class=""p2""><span class=""s1"">Wear these ‘stone of heaven’ to bring prosperity while protecting yourself and your loved ones from negative energy.</span></p>
<p class=""p1""> </p>
<p class=""p2""><span class=""s1"">* Improves and enhance Clarity</span></p>
<p class=""p2""><span class=""s1"">* Instills feelings of harmony, benevolence and generosity</span></p>
<p class=""p2""><span class=""s1"">* Helps wearer increases wisdom and intuition</span></p>
<p class=""p1""> </p>
<p class=""p2""><span class=""s1"">100% natural jadeite jade bangle bracelet. </span></p>
<p class=""p1""> </p>
<p class=""p1""> </p>
<p class=""p2""><span class=""s1"">There are no cracks or stone lines, texture is smooth and fine. There are some darker green lines on the bangles but not structural defects or lines. We will highlight flaws such as cracks or hairlines in the listing item description, otherwise. </span></p>
<p class=""p1""> </p>
<p class=""p1""> </p>
<p class=""p1""> </p>
<p class=""p1""> </p>",JazzyJewelbyAmina,,Jade Bangle,"",true,Size,XS 54mm,,,,,"",11.33980925,shopify,deny,manual,49.00,99.00,true,true,"",https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_74d6cca8-70ac-4994-bccf-f280d1406190.jpg?v=1642019303,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_5e2da921-22e7-4d69-82dc-8b4271d9e2d0.png?v=1642019330,oz,,35.00,active
vintage-jadeite-jade-bangle-from-burma,,,,,,,,,Small 55mm,,,,,,11.33980925,shopify,deny,manual,49.00,99.00,true,true,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_7688e25a-4a0c-4c54-9cab-0a567167f73e.jpg?v=1642019303,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_e46faf0f-b428-42b2-9de6-c0928f3bf5c3.jpg?v=1642019314,oz,,35.00,
vintage-jadeite-jade-bangle-from-burma,,,,,,,,,Small 56mm,,,,,,11.33980925,shopify,deny,manual,49.00,99.00,true,true,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_77345219-0ae8-480a-910f-43c52771065d.jpg?v=1642019303,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_c34b10d0-8c35-4d2d-b489-8017583843ac.jpg?v=1642019311,oz,,35.00,
vintage-jadeite-jade-bangle-from-burma,,,,,,,,,Med 57mm,,,,,,11.33980925,shopify,deny,manual,49.00,99.00,true,true,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_bd15cba4-f127-4341-97e9-e5f9538a4a89.jpg?v=1642019307,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_bd15cba4-f127-4341-97e9-e5f9538a4a89.jpg?v=1642019307,oz,,35.00,
vintage-jadeite-jade-bangle-from-burma,,,,,,,,,Med 58mm,,,,,,11.33980925,shopify,deny,manual,49.00,99.00,true,true,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_c34b10d0-8c35-4d2d-b489-8017583843ac.jpg?v=1642019311,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_afd2c1a8-4646-4aa2-a64e-58f2ef21841f.jpg?v=1642019335,oz,,35.00,
vintage-jadeite-jade-bangle-from-burma,,,,,,,,,Med 59mm,,,,,,0.0,shopify,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_e46faf0f-b428-42b2-9de6-c0928f3bf5c3.jpg?v=1642019314,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_e20a2e42-7e8a-4c4b-89ff-a74791d599b4.jpg?v=1642019333,lb,,,
vintage-jadeite-jade-bangle-from-burma,,,,,,,,,Large 60mm,,,,,,0.0,shopify,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_5e2da921-22e7-4d69-82dc-8b4271d9e2d0.png?v=1642019330,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_e46faf0f-b428-42b2-9de6-c0928f3bf5c3.jpg?v=1642019314,lb,,,
vintage-jadeite-jade-bangle-from-burma,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_e20a2e42-7e8a-4c4b-89ff-a74791d599b4.jpg?v=1642019333,8,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-bangle-from-burma,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_afd2c1a8-4646-4aa2-a64e-58f2ef21841f.jpg?v=1642019335,9,,,,,,,,,,,,,,,,,,,,,,
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,VINTAGE All Natural Whire Jadeite Jade Ring w/ a Sterling Silver,"Gorgeous Vintage owned Jade ring in Sterling silver, jade stone setting. <br data-mce-fragment=""1"">Beautiful condition, never been worn. All of our pieces were purchased brand new in the U.A.E. <br data-mce-fragment=""1"">All stones are in excellent condition. A wonderful statement Ring.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Only one of a kind of these we have!",JazzyJewelbyAmina,,Jade,"Burma jade, vintage jade",false,Title,Default Title,,,,,"",181.436948,shopify,deny,manual,35.00,59.00,true,true,"",https://cdn.shopify.com/s/files/1/0537/1376/4506/products/A642F874-2B40-4FF9-84DE-30570B4CA226.jpg?v=1619397483,1,,false,,,,,,,,,,,,,,,,,lb,,17.00,archived
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/DA73B0BF-BA7B-4853-938D-37C11831514E.jpg?v=1619397484,2,,,,,,,,,,,,,,,,,,,,,,
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/A18E2EC2-E699-4F54-A02E-47402664B1B5.jpg?v=1619397484,3,,,,,,,,,,,,,,,,,,,,,,
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/28824818-7755-43D9-9911-ADED82AE33E6.jpg?v=1619397484,4,,,,,,,,,,,,,,,,,,,,,,
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/F93170C1-4C1B-4514-BC22-D00BBE1E73EA.jpg?v=1619397484,5,,,,,,,,,,,,,,,,,,,,,,
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/8FAC9515-CB0E-433F-90B0-93DD84B39F20.jpg?v=1619397484,6,,,,,,,,,,,,,,,,,,,,,,
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/446A1B8A-C1E0-484E-ACE2-ED24CAE04DBC.jpg?v=1619397484,7,,,,,,,,,,,,,,,,,,,,,,
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/8B8A603C-4744-44B6-A6F9-7F82BB2738E6.jpg?v=1619397484,8,,,,,,,,,,,,,,,,,,,,,,
vintage-all-natural-whire-jadeite-jade-ring-w-a-sterling-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/8E299A47-9242-4B64-ADEE-A0892BDBB78F.jpg?v=1619397484,9,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,Vintage Jadeite Jade Fish Pendant 14k Solid Gold Bail -Fine rare piece,"<p>Beautiful Jadeite jade Ruyi pendant w/ 14k solid gold bail (small)</p>
<p>Beautiful Vintage 14K Light Green Jade Pendant.</p>
<p><br>Jadeite is believed to bring positive energy, calmness, and balance to one’s body and mind. High quality jadeite jewelry are true heirloom pieces. It is very hard in the US to source high quality Jadeite at affordable price point. Big name designers have started to make designs using this special material. We are bringing you top quality all natural Jadeite in precious metal at a fraction of what name brand companies would charge.</p>
<p> </p>
<p><br>Purchase Assurance of Quality: As Each of These Pendants Are Created Using a Single Jadeite Piece, Each is Slightly Unique to the Next; There Are Subtle Variations in the Luster, Shape, and Color Hues, Which Are Approximately Represented in the Item’s Picture. The Item’s Picture Displays All the Main Appearance Characteristics Provided in Each Pendant Purchased.</p>",JazzyJewelbyAmina,,,"",false,Title,Default Title,,,,,"",11.33980925,shopify,deny,manual,130.00,200.00,true,true,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_4859212f-c5ee-4852-a0cb-c6a10eceefb2.jpg?v=1619460970,1,,false,,,,,,,,,,,,,,,,,oz,,65.55,archived
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_e0c1b212-a551-4f9d-b9a0-e9d44cc16a0d.jpg?v=1619460971,2,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_d036d15f-e576-41d2-bd5c-1dbf6250ea71.jpg?v=1619460971,3,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_d6c95949-99cb-4601-b179-b875d55f3ea7.jpg?v=1619460972,4,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_37b955b4-dddc-43fb-82b6-b9b2406c5484.jpg?v=1619460973,5,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_728bbe9c-afc6-4250-ad22-f4831d110c16.jpg?v=1619460974,6,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_457af3bf-1765-44cd-a469-ddf693b2461d.jpg?v=1619460975,7,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_99f69d1f-b4be-4a19-81f2-4c014c1e4b9b.jpg?v=1619460976,8,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_b3376349-9265-4adc-a616-b8213e705ffe.jpg?v=1619460977,9,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_861567d1-5c45-410b-8814-87d46d8028a9.jpg?v=1619460978,10,,,,,,,,,,,,,,,,,,,,,,
vintage-jadeite-jade-fish-pendant-14k-solid-gold-bail-fine-rare-piece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_0cee4b15-33ea-45ad-9357-2ae252ecc411.jpg?v=1619460979,11,,,,,,,,,,,,,,,,,,,,,,
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,VINTAGE Extra Large Jadeite Jade Bangle from Burma - Size 66mm,"<p>Vintage jadeite jade bangle from Burma Certified. Originated in Burma, we purchased these in Saudi Arabia gold market, well made jade. Never worn or used.<br>100% natural jadeite jade bangle bracelet.<br> <br>There is a hint of lavender, this is a natural jade color, no dyes, polymer impregnation or enhancements.</p>
<p> </p>
<div><span style=""font-size: x-large;""><span size=""5"" color=""#00ae5f"" style=""color: #00ae5f;"">   weight: 116.10g </span></span></div>
<div>
<span color=""#00ae5f"" style=""color: #00ae5f;""><span size=""4"" style=""font-size: large;"">Inner diameter:  66.3</span><span size=""5"" style=""font-size: x-large;""> mm  </span></span><span color=""#00b8ef"" style=""color: #00b8ef;""> </span><span color=""#00ae5f"" style=""color: #00ae5f;"">   </span>
</div>
<div><span style=""font-size: x-large;""><span size=""5"" color=""#00ae5f"" style=""color: #00ae5f;"">Width: 18.2 mm      </span></span></div>
<div><span style=""font-size: x-large;""><span size=""5"" color=""#00ae5f"" style=""color: #00ae5f;""> Thickness: 10 mm</span></span></div>
<div></div>
<div><span style=""font-size: x-large;""><span size=""5"" color=""#00ae5f"" style=""color: #00ae5f;"">item condition: 100% new, never been worn before.</span></span></div>
<p> </p>
<p><br>Please look at the pictures for details.<br>If you don’t see your size please message us, we will most likely have what you are looking for. All of our jade bangles were purchased from the Middle East Souk gold market, originated from Burma.<br>Wear these ‘stone of heaven’ to bring prosperity while protecting yourself and your loved ones from negative energy. * Improves and enhance Clarity* Instills feelings of harmony, benwevolence and generosity* Helps wearer increases wisdom and intuition<br>100% natural jadeite jade bangle bracelet.<br>There are no cracks or stone lines, texture is smooth and fine. There are some darker green lines on the bangles but not structural defects or lines. We will highlight flaws such as cracks or hairlines in the listing item description, otherwise.</p>",JazzyJewelbyAmina,,,"Burma jade, grade a jade, jade bangle, jade green bangle, jade jewelry, jade vintage, jadeite jade, vintage jade, vintage jade bangle, vintage jade bangles",false,Title,Default Title,,,,,"",11.33980925,shopify,deny,manual,150.00,275.00,true,true,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_536b583e-eefe-4a55-bd72-f87b541c76f1.jpg?v=1619490604,1,,false,,,,,,,,,,,,,,,,,oz,,75.00,archived
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_8076f319-db40-4dcf-8424-32858789a45c.jpg?v=1619490609,2,,,,,,,,,,,,,,,,,,,,,,
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_5b8c365d-8b57-4a45-81c3-795b09468ec8.jpg?v=1619490614,3,,,,,,,,,,,,,,,,,,,,,,
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_a6a3bf02-3c35-4cd5-a646-4a8afb1fb781.jpg?v=1619490620,4,,,,,,,,,,,,,,,,,,,,,,
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_987fa1a7-6cf0-463d-9fbb-deca63342af1.jpg?v=1619490622,5,,,,,,,,,,,,,,,,,,,,,,
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_781fe4c8-8a3f-4b5a-a352-62ad5f8106e6.jpg?v=1619490623,6,,,,,,,,,,,,,,,,,,,,,,
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_7f5af769-c5ca-42d5-9931-2e915729662b.jpg?v=1619490625,7,,,,,,,,,,,,,,,,,,,,,,
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_3f1bba6f-6a47-47ec-94e5-8ab80bc0886f.jpg?v=1619490628,8,,,,,,,,,,,,,,,,,,,,,,
vintage-extra-large-jadeite-jade-bangle-from-burma-size-66mm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0537/1376/4506/products/image_7bdc09ab-a542-4b46-b5cb-5dd9e0baf3cd.jpg?v=1619490629,9,,,,,,,,,,,,,,,,,,,,,,
